Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,Identification.Make
61,108,234,Rear-wheel drive,Mazda 1.3L R2 232 hp 159 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,22,Manual transmission,2011 Mazda RX-8 Sport,2011 Mazda RX-8,2011,232,159,Mazda
61,108,234,Rear-wheel drive,Mazda 1.3L R2 212 hp 159 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Mazda RX-8 Sport AT,2011 Mazda RX-8,2011,212,159,Mazda
61,108,234,Rear-wheel drive,Mazda 1.3L R2 232 hp 159 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,22,Manual transmission,2011 Mazda RX-8 Grand Touring,2011 Mazda RX-8,2011,232,159,Mazda
61,108,234,Rear-wheel drive,Mazda 1.3L R2 212 hp 159 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Mazda RX-8 Grand Touring AT,2011 Mazda RX-8,2011,212,159,Mazda
61,108,234,Rear-wheel drive,Mazda 1.3L R2 232 hp 159 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,22,Manual transmission,2011 Mazda RX-8 R3,2011 Mazda RX-8,2011,232,159,Mazda
172,164,236,Rear-wheel drive,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,TRUE,7,7 Speed Automatic,20,Gasoline,29,Automatic transmission,2011 Infiniti G25,2011 Infiniti G25,2011,218,187,Infiniti
172,164,236,Rear-wheel drive,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,TRUE,7,7 Speed Automatic,20,Gasoline,29,Automatic transmission,2011 Infiniti G25 Journey,2011 Infiniti G25,2011,218,187,Infiniti
188,164,236,All-wheel drive,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,TRUE,7,7 Speed Automatic,19,Gasoline,27,Automatic transmission,2011 Infiniti G25x AWD,2011 Infiniti G25,2011,218,187,Infiniti
61,108,234,Rear-wheel drive,Mazda 1.3L R2 232 hp 159 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,22,Manual transmission,2010 Mazda RX-8 Sport,2010 Mazda RX-8,2010,232,159,Mazda
61,108,234,Rear-wheel drive,Mazda 1.3L R2 212 hp 159 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Mazda RX-8 Sport AT,2010 Mazda RX-8,2010,212,159,Mazda
61,108,234,Rear-wheel drive,Mazda 1.3L R2 232 hp 159 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,22,Manual transmission,2010 Mazda RX-8 Grand Touring,2010 Mazda RX-8,2010,232,159,Mazda
61,108,234,Rear-wheel drive,Mazda 1.3L R2 212 hp 159 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Mazda RX-8 Grand Touring AT,2010 Mazda RX-8,2010,212,159,Mazda
61,108,234,Rear-wheel drive,Mazda 1.3L R2 232 hp 159 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,22,Manual transmission,2010 Mazda RX-8 R3,2010 Mazda RX-8,2010,232,159,Mazda
74,192,113,Front-wheel drive,Toyota 2.7L 4 Cylinder 182 hp 182 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2010 Toyota Venza,2010 Toyota Venza,2010,182,182,Toyota
74,192,113,All-wheel drive,Toyota 2.7L 4 Cylinder 182 hp 182 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2010 Toyota Venza AWD,2010 Toyota Venza,2010,182,182,Toyota
74,192,113,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 246 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2010 Toyota Venza V6,2010 Toyota Venza,2010,268,246,Toyota
74,192,113,All-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 246 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Toyota Venza V6 AWD,2010 Toyota Venza,2010,268,246,Toyota
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,36,Manual transmission,2011 Toyota Yaris 5-Door Liftback,2011 Toyota Yaris 5-Door Liftback,2011,106,103,Toyota
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,2011 Toyota Yaris 5-Door Liftback AT,2011 Toyota Yaris 5-Door Liftback,2011,106,103,Toyota
148,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,15,E85,22,Automatic transmission,2012 Chevrolet Equinox LS,2012 Chevrolet Equinox,2012,182,172,Chevrolet
148,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2012 Chevrolet Equinox LS AWD,2012 Chevrolet Equinox,2012,182,172,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,15,E85,22,Automatic transmission,2012 Chevrolet Equinox 1LT,2012 Chevrolet Equinox,2012,182,172,Chevrolet
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2012 Chevrolet Equinox 1LT AWD,2012 Chevrolet Equinox,2012,182,172,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Chevrolet Equinox 1LT V6,2012 Chevrolet Equinox,2012,264,222,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2012 Chevrolet Equinox 2LT,2012 Chevrolet Equinox,2012,182,172,Chevrolet
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2012 Chevrolet Equinox 2LT AWD,2012 Chevrolet Equinox,2012,182,172,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2012 Chevrolet Equinox 2LT V6,2012 Chevrolet Equinox,2012,264,222,Chevrolet
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2012 Chevrolet Equinox 2LT V6 AWD,2012 Chevrolet Equinox,2012,264,222,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,15,E85,22,Automatic transmission,2012 Chevrolet Equinox LTZ,2012 Chevrolet Equinox,2012,182,172,Chevrolet
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2012 Chevrolet Equinox LTZ AWD,2012 Chevrolet Equinox,2012,182,172,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Chevrolet Equinox LTZ V6,2012 Chevrolet Equinox,2012,264,222,Chevrolet
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2012 Chevrolet Equinox LTZ V6 AWD,2012 Chevrolet Equinox,2012,264,222,Chevrolet
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Chevrolet Equinox 1LT V6 AWD,2012 Chevrolet Equinox,2012,264,222,Chevrolet
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,36,Manual transmission,2010 Toyota Yaris 5-Door Liftback,2010 Toyota Yaris 5-Door Liftback,2010,106,103,Toyota
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,2010 Toyota Yaris 5-Door Liftback AT,2010 Toyota Yaris 5-Door Liftback,2010,106,103,Toyota
139,242,3,Front-wheel drive,Nissan 2.5L 4 cylinder 170 hp 175 ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,31,Manual transmission,2012 Nissan Altima Coupe 2.5 S 170 hp MT,2012 Nissan Altima Coupe,2012,170,175,Nissan
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,36,Manual transmission,2011 Toyota Yaris 3-Door Liftback,2011 Toyota Yaris 3-Door Liftback,2011,106,103,Toyota
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,2011 Toyota Yaris 3-Door Liftback AT,2011 Toyota Yaris 3-Door Liftback,2011,106,103,Toyota
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Nissan Armada SV,2011 Nissan Armada,2011,317,385,Nissan
148,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 Chevrolet Equinox LS,2011 Chevrolet Equinox,2011,182,172,Chevrolet
148,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Chevrolet Equinox LS AWD,2011 Chevrolet Equinox,2011,182,172,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 Chevrolet Equinox 1LT,2011 Chevrolet Equinox,2011,182,172,Chevrolet
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Chevrolet Equinox 1LT AWD,2011 Chevrolet Equinox,2011,182,172,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Chevrolet Equinox 1LT V6,2011 Chevrolet Equinox,2011,264,222,Chevrolet
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Chevrolet Equinox 1LT V6 AWD,2011 Chevrolet Equinox,2011,264,222,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2011 Chevrolet Equinox 1LT FFV,2011 Chevrolet Equinox,2011,264,222,Chevrolet
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2011 Chevrolet Equinox 1LT FFV AWD,2011 Chevrolet Equinox,2011,264,222,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 Chevrolet Equinox 2LT,2011 Chevrolet Equinox,2011,182,172,Chevrolet
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Chevrolet Equinox 2LT AWD,2011 Chevrolet Equinox,2011,182,172,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Chevrolet Equinox 2LT V6,2011 Chevrolet Equinox,2011,264,222,Chevrolet
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Chevrolet Equinox 2LT V6 AWD,2011 Chevrolet Equinox,2011,264,222,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2011 Chevrolet Equinox 2LT FFV,2011 Chevrolet Equinox,2011,264,222,Chevrolet
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2011 Chevrolet Equinox 2LT FFV AWD,2011 Chevrolet Equinox,2011,264,222,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 Chevrolet Equinox LTZ,2011 Chevrolet Equinox,2011,182,172,Chevrolet
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Chevrolet Equinox LTZ AWD,2011 Chevrolet Equinox,2011,182,172,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Chevrolet Equinox LTZ V6,2011 Chevrolet Equinox,2011,264,222,Chevrolet
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Chevrolet Equinox LTZ V6 AWD,2011 Chevrolet Equinox,2011,264,222,Chevrolet
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Chevrolet Equinox LTZ FFV,2011 Chevrolet Equinox,2011,264,222,Chevrolet
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2011 Chevrolet Equinox LTZ FFV AWD,2011 Chevrolet Equinox,2011,264,222,Chevrolet
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,36,Manual transmission,2010 Toyota Yaris 3-Door Liftback,2010 Toyota Yaris 3-Door Liftback,2010,106,103,Toyota
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,2010 Toyota Yaris 3-Door Liftback AT,2010 Toyota Yaris 3-Door Liftback,2010,106,103,Toyota
180,204,153,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,5,5 Speed Manual,29,Gasoline,36,Manual transmission,2011 Toyota Yaris Sedan,2011 Toyota Yaris Sedan,2011,106,103,Toyota
180,204,153,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,2011 Toyota Yaris Sedan AT,2011 Toyota Yaris Sedan,2011,106,103,Toyota
222,235,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,27,Automatic transmission,2012 Ford Transit Connect XLT Van,2012 Ford Transit Connect Van,2012,136,128,Ford
222,235,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,27,Automatic transmission,2012 Ford Transit Connect XL Van,2012 Ford Transit Connect Van,2012,136,128,Ford
222,235,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,TRUE,4,4 Speed Automatic,22,Gasoline,27,Automatic transmission,2012 Ford Transit Connect XLT Premium Wagon,2012 Ford Transit Connect Wagon,2012,136,128,Ford
222,235,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,TRUE,4,4 Speed Automatic,22,Gasoline,27,Automatic transmission,2012 Ford Transit Connect XLT Wagon,2012 Ford Transit Connect Wagon,2012,136,128,Ford
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,26,Automatic transmission,2011 Ford Transit Connect XL Van,2011 Transit Connect Van,2011,136,128,Ford
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,26,Automatic transmission,2011 Ford Transit Connect XLT Van,2011 Transit Connect Van,2011,136,128,Ford
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,26,Automatic transmission,2011 Ford Transit Connect XLT Wagon,2011 Transit Connect Wagon,2011,136,128,Ford
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,26,Automatic transmission,2011 Ford Transit Connect XLT Premium Wagon,2011 Transit Connect Wagon,2011,136,128,Ford
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,TRUE,4,4 Speed Automatic,22,Gasoline,25,Automatic transmission,2010 Ford Transit Connect XLT Van,2010 Transit Connect Van,2010,136,128,Ford
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,TRUE,4,4 Speed Automatic,22,Gasoline,25,Automatic transmission,2010 Ford Transit Connect XL Van,2010 Transit Connect Van,2010,136,128,Ford
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,TRUE,4,4 Speed Automatic,22,Gasoline,25,Automatic transmission,2010 Ford Transit Connect XLT Wagon,2010 Transit Connect Wagon,2010,136,128,Ford
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,TRUE,4,4 Speed Automatic,22,Gasoline,25,Automatic transmission,2010 Ford Transit Connect XL Wagon,2010 Transit Connect Wagon,2010,136,128,Ford
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Nissan Armada SV 4x4,2011 Nissan Armada,2011,317,385,Nissan
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Nissan Armada SL,2011 Nissan Armada,2011,317,385,Nissan
162,8,171,Rear-wheel drive,Ford 4.6L 8 Cylinder 224 hp 265 ft-lbs FFV,TRUE,4,4 Speed Automatic,12,E85,17,Automatic transmission,2010 Ford Crown Victoria LX Fleet,2010 Ford Crown Victoria,2010,224,265,Ford
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Nissan Armada SL 4x4,2011 Nissan Armada,2011,317,385,Nissan
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,9,E85,13,Automatic transmission,2011 Nissan Armada Platinum FFV,2011 Nissan Armada,2011,317,385,Nissan
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Nissan Armada Platinum 4x4 FFV,2011 Nissan Armada,2011,317,385,Nissan
20,109,16,All-wheel drive,Porsche 3.8L 6 cylinder 385 hp 310 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Porsche 911 Carrera 4S Coupe,2011 Porsche 911 Coupe,2011,385,310,Porsche
30,109,16,Rear-wheel drive,Porsche 3.6L 6 cylinder 345 hp 288 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Porsche 911 Carrera Coupe,2011 Porsche 911 Coupe,2011,345,288,Porsche
20,109,16,Rear-wheel drive,Porsche 3.8L 6 cylinder 385 hp 310 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Porsche 911 Carrera S Coupe,2011 Porsche 911 Coupe,2011,385,310,Porsche
30,109,16,All-wheel drive,Porsche 3.6L 6 cylinder 345 hp 288 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,24,Manual transmission,2011 Porsche 911 Carrera 4 Coupe,2011 Porsche 911 Coupe,2011,345,288,Porsche
30,109,16,All-wheel drive,Porsche 3.6L 6 cylinder 345 hp 288 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Porsche 911 Targa 4 Coupe,2011 Porsche 911 Coupe,2011,345,288,Porsche
20,125,59,All-wheel drive,Porsche 3.8L 6 Cylinder 500 hp 480 ft-lbs Turbo,TRUE,6,6 Speed Manual,16,Gasoline,24,Manual transmission,2011 Porsche 911 Turbo Coupe,2011 Porsche 911 Coupe,2011,500,480,Porsche
20,109,16,All-wheel drive,Porsche 3.8L 6 cylinder 385 hp 310 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2011 Porsche 911 Targa 4S Coupe,2011 Porsche 911 Coupe,2011,385,310,Porsche
20,83,60,Rear-wheel drive,Porsche 3.8L 6 Cylinder 408 hp 310 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Porsche 911 Carrera GTS Coupe,2011 Porsche 911 Coupe,2011,408,310,Porsche
119,47,59,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,TRUE,7,7 Speed Automatic,17,Gasoline,25,Automatic transmission,2009 Infiniti G37 Convertible,2009 Infiniti G37 Convertible,2009,325,267,Infiniti
119,47,59,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,24,Manual transmission,2009 Infiniti G37 Convertible Sport 6MT,2009 Infiniti G37 Convertible,2009,325,267,Infiniti
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,9,E85,13,Automatic transmission,2010 Nissan Armada SE FFV,2010 Nissan Armada,2010,317,385,Nissan
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,9,E85,13,Automatic transmission,2010 Nissan Armada SE 4x4 FFV,2010 Nissan Armada,2010,317,385,Nissan
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada Titanium FFV,2010 Nissan Armada,2010,317,385,Nissan
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada Titanium 4x4 FFV,2010 Nissan Armada,2010,317,385,Nissan
188,90,13,Front-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2011 Mazda Tribute i Sport,2011 Mazda Tribute,2011,171,171,Mazda
188,90,13,Front-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Mazda Tribute i Sport AT,2011 Mazda Tribute,2011,171,171,Mazda
188,90,13,Four-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,26,Automatic transmission,2011 Mazda Tribute i Sport 4WD,2011 Mazda Tribute,2011,171,171,Mazda
188,90,13,Front-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Mazda Tribute i Touring,2011 Mazda Tribute,2011,171,171,Mazda
188,90,13,Four-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,26,Automatic transmission,2011 Mazda Tribute i Touring 4WD,2011 Mazda Tribute,2011,171,171,Mazda
247,90,13,Front-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Mazda Tribute i Grand Touring,2011 Mazda Tribute,2011,171,171,Mazda
247,90,13,Four-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,26,Automatic transmission,2011 Mazda Tribute i Grand Touring 4WD,2011 Mazda Tribute,2011,171,171,Mazda
247,90,13,Front-wheel drive,Mazda 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,E85,19,Automatic transmission,2011 Mazda Tribute s Grand Touring,2011 Mazda Tribute,2011,240,223,Mazda
247,90,13,Four-wheel drive,Mazda 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,E85,17,Automatic transmission,2011 Mazda Tribute s Grand Touring 4WD,2011 Mazda Tribute,2011,240,223,Mazda
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,9,E85,13,Automatic transmission,2010 Nissan Armada Platinum FFV,2010 Nissan Armada,2010,317,385,Nissan
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,9,E85,13,Automatic transmission,2010 Nissan Armada Platinum 4x4 FFV,2010 Nissan Armada,2010,317,385,Nissan
